0,1,2,3,4,5,6,7,8,9,10
fruit/vegetable juice,cat food,zwieback,frozen dessert,,,,,,,
bottled water,yogurt,spices,fruit/vegetable juice,,,,,,,
rolls/buns,bottled beer,white bread,,,,,,,,
yogurt,flower (seeds),,,,,,,,,
Instant food products,coffee,,,,,,,,,
baking powder,domestic eggs,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
sausage,curd,,,,,,,,,
pastry,canned beer,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
ham,bottled beer,,,,,,,,,
whipped/sour cream,baking powder,,,,,,,,,
beef,soda,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
root vegetables,whole milk,newspapers,,,,,,,,
pip fruit,rolls/buns,whole milk,,,,,,,,
butter,margarine,,,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
citrus fruit,sugar,,,,,,,,,
rolls/buns,salty snack,brown bread,cream cheese ,,,,,,,
frankfurter,frankfurter,hard cheese,frozen potato products,bottled water,shopping bags,,,,,
sausage,house keeping products,,,,,,,,,
cream cheese ,pip fruit,citrus fruit,chicken,other vegetables,curd,specialty chocolate,pastry,,,
chicken,finished products,rolls/buns,butter,rolls/buns,herbs,white bread,,,,
bottled water,coffee,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
curd,citrus fruit,rolls/buns,other vegetables,dessert,,,,,,
pip fruit,butter,bottled water,,,,,,,,
cat food,newspapers,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
sausage,frankfurter,other vegetables,bottled water,,,,,,,
tropical fruit,tropical fruit,napkins,,,,,,,,
soda,shopping bags,napkins,,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
meat,curd,,,,,,,,,
bottled beer,sausage,cream cheese ,frozen vegetables,,,,,,,
fruit/vegetable juice,coffee,,,,,,,,,
bottled water,whole milk,rolls/buns,,,,,,,,
dessert,pot plants,,,,,,,,,
sugar,cat food,,,,,,,,,
sauces,yogurt,,,,,,,,,
ice cream,soda,,,,,,,,,
soda,liver loaf,,,,,,,,,
sparkling wine,canned beer,,,,,,,,,
processed cheese,mayonnaise,shopping bags,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
curd,domestic eggs,,,,,,,,,
bottled water,butter milk,,,,,,,,,
salty snack,sugar,,,,,,,,,
citrus fruit,whole milk,frozen vegetables,,,,,,,,
beef,tropical fruit,,,,,,,,,
grapes,yogurt,frozen potato products,,,,,,,,
pip fruit,UHT-milk,soda,,,,,,,,
chicken,beverages,coffee,,,,,,,,
citrus fruit,pastry,,,,,,,,,
whole milk,rolls/buns,canned fruit,onions,soda,,,,,,
bottled water,other vegetables,,,,,,,,,
beverages,pastry,,,,,,,,,
tropical fruit,flour,,,,,,,,,
root vegetables,beverages,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
pastry,whipped/sour cream,domestic eggs,,,,,,,,
pork,rolls/buns,other vegetables,,,,,,,,
rolls/buns,curd,,,,,,,,,
whole milk,rice,,,,,,,,,
beverages,whole milk,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
frankfurter,beverages,beef,whole milk,other vegetables,rolls/buns,softener,vinegar,white bread,,
sausage,tropical fruit,yogurt,rolls/buns,margarine,shopping bags,,,,,
domestic eggs,other vegetables,,,,,,,,,
canned beer,whole milk,bottled beer,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
sausage,whole milk,,,,,,,,,
ham,onions,baking powder,,,,,,,,
salt,seasonal products,,,,,,,,,
canned beer,napkins,,,,,,,,,
newspapers,beverages,beef,chocolate,kitchen towels,,,,,,
UHT-milk,frozen vegetables,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
tropical fruit,frozen fish,domestic eggs,mustard,,,,,,,
sausage,yogurt,,,,,,,,,
pastry,curd,butter,curd,whipped/sour cream,,,,,,
butter,rolls/buns,,,,,,,,,
frozen meals,rolls/buns,butter,fruit/vegetable juice,,,,,,,
pork,root vegetables,,,,,,,,,
brown bread,sparkling wine,,,,,,,,,
whipped/sour cream,frozen vegetables,,,,,,,,,
soda,yogurt,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
onions,hard cheese,,,,,,,,,
liquor,bottled water,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
pork,shopping bags,,,,,,,,,
chicken,salty snack,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
other vegetables,beef,tropical fruit,root vegetables,shopping bags,,,,,,
citrus fruit,yogurt,rolls/buns,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
semi-finished bread,soda,shopping bags,long life bakery product,,,,,,,
butter,root vegetables,,,,,,,,,
soda,roll products ,seasonal products,,,,,,,,
whole milk,sauces,,,,,,,,,
other vegetables,vinegar,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
butter,yogurt,,,,,,,,,
sliced cheese,butter,,,,,,,,,
hard cheese,mayonnaise,,,,,,,,,
meat,tropical fruit,,,,,,,,,
chicken,abrasive cleaner,,,,,,,,,
whole milk,grapes,pastry,yogurt,,,,,,,
fruit/vegetable juice,root vegetables,pastry,,,,,,,,
photo/film,root vegetables,newspapers,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
shopping bags,beef,citrus fruit,cat food,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
root vegetables,soda,waffles,,,,,,,,
fruit/vegetable juice,white wine,,,,,,,,,
beverages,coffee,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
pork,margarine,,,,,,,,,
coffee,pip fruit,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
pip fruit,soda,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
cat food,newspapers,fruit/vegetable juice,,,,,,,,
root vegetables,frozen meals,,,,,,,,,
liquor,vinegar,,,,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
bottled water,bottled beer,,,,,,,,,
dishes,frozen fish,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
sausage,pastry,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
other vegetables,pork,rolls/buns,rolls/buns,,,,,,,
red/blush wine,frozen meals,canned fruit,,,,,,,,
cling film/bags,curd,,,,,,,,,
sausage,packaged fruit/vegetables,misc. beverages,,,,,,,,
herbs,yogurt,misc. beverages,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
ham,rolls/buns,,,,,,,,,
frankfurter,sausage,brown bread,canned beer,,,,,,,
tropical fruit,white bread,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
beef,meat,,,,,,,,,
dessert,bottled beer,,,,,,,,,
other vegetables,UHT-milk,curd,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,root vegetables,,,,,,,
beverages,sugar,,,,,,,,,
pork,long life bakery product,,,,,,,,,
whole milk,bottled water,,,,,,,,,
root vegetables,pastry,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
sausage,other vegetables,oil,candy,,,,,,,
frankfurter,soda,other vegetables,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
processed cheese,other vegetables,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
whole milk,butter,,,,,,,,,
napkins,whole milk,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
citrus fruit,chewing gum,frozen vegetables,margarine,,,,,,,
pip fruit,margarine,,,,,,,,,
berries,white bread,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
sausage,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
chicken,other vegetables,pastry,onions,,,,,,,
whole milk,instant coffee,whole milk,,,,,,,,
turkey,other vegetables,,,,,,,,,
yogurt,zwieback,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
packaged fruit/vegetables,specialty bar,whipped/sour cream,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
rolls/buns,candy,,,,,,,,,
frankfurter,mustard,shopping bags,,,,,,,,
ice cream,beef,,,,,,,,,
organic sausage,semi-finished bread,,,,,,,,,
whole milk,whole milk,semi-finished bread,brandy,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
bottled beer,instant coffee,,,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
pork,other vegetables,,,,,,,,,
chicken,berries,whipped/sour cream,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
beef,tropical fruit,root vegetables,whole milk,cream cheese ,newspapers,,,,,
coffee,tropical fruit,,,,,,,,,
ready soups,pastry,,,,,,,,,
canned beer,yogurt,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
male cosmetics,oil,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
bottled beer,whole milk,bottled water,,,,,,,,
mustard,curd,,,,,,,,,
frankfurter,butter,red/blush wine,,,,,,,,
whole milk,pot plants,,,,,,,,,
bottled beer,cat food,newspapers,,,,,,,,
butter,cat food,roll products ,,,,,,,,
bottled beer,butter milk,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
sausage,pork,soda,salt,,,,,,,
whole milk,frozen dessert,popcorn,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
citrus fruit,newspapers,shopping bags,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
canned beer,salty snack,,,,,,,,,
chicken,dessert,,,,,,,,,
soda,domestic eggs,tea,,,,,,,,
zwieback,tropical fruit,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
frozen dessert,newspapers,,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
root vegetables,whole milk,potato products,,,,,,,,
bottled beer,beverages,,,,,,,,,
soda,other vegetables,soda,,,,,,,,
ice cream,onions,,,,,,,,,
dessert,curd,,,,,,,,,
ham,spread cheese,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
herbs,citrus fruit,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
cream cheese ,yogurt,newspapers,detergent,,,,,,,
rolls/buns,tropical fruit,soda,dessert,,,,,,,
packaged fruit/vegetables,whole milk,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
bottled water,pork,salty snack,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
female sanitary products,cleaner,coffee,sauces,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whipped/sour cream,shopping bags,bottled water,,,,,,,,
spread cheese,whole milk,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
other vegetables,butter,,,,,,,,,
whole milk,soft cheese,soda,brown bread,,,,,,,
UHT-milk,sweet spreads,,,,,,,,,
UHT-milk,canned vegetables,,,,,,,,,
meat,pasta,,,,,,,,,
pickled vegetables,cream cheese ,,,,,,,,,
pastry,candles,,,,,,,,,
rolls/buns,berries,,,,,,,,,
whole milk,whole milk,,,,,,,,,
yogurt,pip fruit,misc. beverages,,,,,,,,
chocolate,seasonal products,rolls/buns,,,,,,,,
other vegetables,coffee,,,,,,,,,
beef,ice cream,rolls/buns,pip fruit,whole milk,fruit/vegetable juice,UHT-milk,,,,
chewing gum,beef,domestic eggs,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
frankfurter,chocolate,mayonnaise,oil,,,,,,,
frankfurter,whole milk,,,,,,,,,
canned beer,misc. beverages,yogurt,rolls/buns,,,,,,,
frankfurter,ketchup,,,,,,,,,
beef,other vegetables,,,,,,,,,
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese ,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
citrus fruit,soda,berries,coffee,sugar,,,,,,
whole milk,yogurt,,,,,,,,,
beef,sausage,pet care,yogurt,newspapers,soda,,,,,
tropical fruit,grapes,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
white bread,mayonnaise,,,,,,,,,
sausage,other vegetables,,,,,,,,,
frankfurter,pip fruit,rolls/buns,,,,,,,,
meat,bottled water,,,,,,,,,
beef,roll products ,root vegetables,chicken,waffles,male cosmetics,grapes,brown bread,,,
yogurt,soda,yogurt,,,,,,,,
chicken,butter,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
citrus fruit,yogurt,salt,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
sausage,chocolate,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
herbs,soups,,,,,,,,,
misc. beverages,whole milk,long life bakery product,,,,,,,,
frankfurter,beef,frozen fish,rice,napkins,,,,,,
pastry,mustard,,,,,,,,,
finished products,domestic eggs,,,,,,,,,
whole milk,long life bakery product,margarine,,,,,,,,
ham,brown bread,,,,,,,,,
tropical fruit,root vegetables,Instant food products,,,,,,,,
sausage,frozen dessert,,,,,,,,,
tropical fruit,candy,,,,,,,,,
whole milk,soda,hygiene articles,canned beer,,,,,,,
chicken,root vegetables,,,,,,,,,
soda,bathroom cleaner,,,,,,,,,
pot plants,whipped/sour cream,,,,,,,,,
sausage,newspapers,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
semi-finished bread,margarine,butter,,,,,,,,
root vegetables,newspapers,butter,,,,,,,,
pork,cake bar,,,,,,,,,
turkey,root vegetables,frozen meals,soda,spread cheese,,,,,,
meat,pip fruit,beverages,soda,,,,,,,
pork,shopping bags,,,,,,,,,
bottled beer,canned fish,yogurt,,,,,,,,
frankfurter,brandy,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
whole milk,pip fruit,whipped/sour cream,,,,,,,,
candy,candy,,,,,,,,,
cocoa drinks,sliced cheese,,,,,,,,,
sausage,sausage,dog food,yogurt,hygiene articles,chocolate,,,,,
canned beer,butter,,,,,,,,,
rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
other vegetables,sliced cheese,canned vegetables,,,,,,,,
sausage,root vegetables,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
pot plants,newspapers,brown bread,,,,,,,,
white bread,flour,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
soda,dessert,dishes,sugar,,,,,,,
sausage,tropical fruit,misc. beverages,root vegetables,,,,,,,
beef,whipped/sour cream,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
light bulbs,yogurt,,,,,,,,,
berries,other vegetables,,,,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
coffee,other vegetables,candy,whole milk,,,,,,,
whole milk,bottled beer,rolls/buns,domestic eggs,semi-finished bread,fruit/vegetable juice,,,,,
sausage,bottled water,,,,,,,,,
rolls/buns,frozen vegetables,frozen vegetables,,,,,,,,
frozen dessert,detergent,,,,,,,,,
sugar,curd,,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
white bread,popcorn,,,,,,,,,
berries,tropical fruit,tropical fruit,shopping bags,sweet spreads,yogurt,yogurt,sweet spreads,soups,,
other vegetables,whole milk,,,,,,,,,
beef,white bread,frozen vegetables,,,,,,,,
ham,salt,,,,,,,,,
meat,soda,,,,,,,,,
bottled water,whole milk,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
whole milk,margarine,,,,,,,,,
organic sausage,soda,rolls/buns,,,,,,,,
pork,margarine,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
frankfurter,hygiene articles,rolls/buns,,,,,,,,
rolls/buns,dishes,,,,,,,,,
canned beer,sugar,,,,,,,,,
bottled water,beef,,,,,,,,,
sausage,fish,,,,,,,,,
chocolate,whipped/sour cream,rolls/buns,,,,,,,,
butter milk,soda,ham,bottled beer,detergent,,,,,,
tropical fruit,bottled beer,other vegetables,oil,,,,,,,
soda,chewing gum,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
oil,brown bread,bottled beer,,,,,,,,
whole milk,female sanitary products,,,,,,,,,
pip fruit,soda,,,,,,,,,
cream cheese ,dessert,,,,,,,,,
frozen meals,butter,newspapers,yogurt,,,,,,,
citrus fruit,skin care,,,,,,,,,
waffles,instant coffee,,,,,,,,,
yogurt,salty snack,,,,,,,,,
whole milk,napkins,,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
soda,whole milk,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
brown bread,honey,pet care,,,,,,,,
berries,whole milk,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
bottled water,soda,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
chicken,chocolate,chewing gum,,,,,,,,
bottled water,yogurt,beef,berries,chocolate,butter,,,,,
whole milk,soft cheese,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,root vegetables,detergent,,,,,,,,
pork,brown bread,,,,,,,,,
beef,bottled water,,,,,,,,,
tropical fruit,syrup,whole milk,,,,,,,,
cream cheese ,frozen meals,,,,,,,,,
whole milk,whole milk,bottled water,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
pip fruit,frozen meals,whole milk,rolls/buns,,,,,,,
sausage,pastry,coffee,,,,,,,,
berries,coffee,,,,,,,,,
processed cheese,brown bread,house keeping products,,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
bottled water,UHT-milk,,,,,,,,,
beef,turkey,grapes,shopping bags,sliced cheese,bottled water,,,,,
whipped/sour cream,other vegetables,honey,,,,,,,,
hamburger meat,dog food,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
citrus fruit,brown bread,specialty chocolate,,,,,,,,
soda,tropical fruit,,,,,,,,,
whole milk,whipped/sour cream,domestic eggs,house keeping products,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled beer,other vegetables,root vegetables,cream cheese ,waffles,rolls/buns,,,,,
chewing gum,frozen vegetables,,,,,,,,,
pork,curd,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
berries,other vegetables,,,,,,,,,
rolls/buns,condensed milk,whole milk,soda,,,,,,,
curd,chocolate marshmallow,,,,,,,,,
sausage,flower (seeds),,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
rolls/buns,chicken,shopping bags,hard cheese,,,,,,,
other vegetables,yogurt,,,,,,,,,
pastry,semi-finished bread,dishes,napkins,,,,,,,
curd,tropical fruit,,,,,,,,,
yogurt,brown bread,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
sugar,bottled water,,,,,,,,,
chocolate,waffles,,,,,,,,,
chewing gum,soft cheese,,,,,,,,,
other vegetables,whole milk,softener,,,,,,,,
fruit/vegetable juice,whipped/sour cream,hygiene articles,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
pip fruit,sugar,,,,,,,,,
soap,rum,,,,,,,,,
pastry,whipped/sour cream,decalcifier,,,,,,,,
yogurt,pip fruit,,,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
other vegetables,soda,brown bread,whole milk,yogurt,cling film/bags,brown bread,pastry,,,
domestic eggs,berries,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
pip fruit,soda,popcorn,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
cat food,whole milk,chocolate,,,,,,,,
beverages,whole milk,onions,,,,,,,,
specialty cheese,onions,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
frankfurter,hard cheese,bottled beer,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
yogurt,canned beer,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
sausage,frozen meals,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
mustard,brown bread,,,,,,,,,
whole milk,whole milk,sausage,newspapers,soda,flour,bottled water,liquor,,,
rolls/buns,whole milk,soda,,,,,,,,
root vegetables,rum,,,,,,,,,
tropical fruit,herbs,,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
rolls/buns,margarine,whipped/sour cream,,,,,,,,
whole milk,whole milk,,,,,,,,,
canned beer,rolls/buns,other vegetables,dog food,,,,,,,
sausage,other vegetables,,,,,,,,,
root vegetables,dessert,,,,,,,,,
sausage,white wine,hygiene articles,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
whole milk,candy,,,,,,,,,
oil,citrus fruit,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
curd,pork,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chocolate,mustard,white bread,,,,,,,,
pot plants,soda,,,,,,,,,
soda,flour,pudding powder,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
newspapers,cookware,,,,,,,,,
citrus fruit,tropical fruit,pork,other vegetables,whole milk,yogurt,flower (seeds),,,,
whole milk,frozen vegetables,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
whole milk,root vegetables,curd,yogurt,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
beef,bottled water,soda,,,,,,,,
sausage,beverages,,,,,,,,,
beef,flower (seeds),,,,,,,,,
tropical fruit,coffee,softener,soda,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
beef,hamburger meat,,,,,,,,,
pork,whole milk,,,,,,,,,
pastry,brown bread,,,,,,,,,
rolls/buns,canned beer,bottled beer,ham,hamburger meat,pickled vegetables,salty snack,domestic eggs,soda,,
beef,chewing gum,,,,,,,,,
whole milk,whole milk,,,,,,,,,
fruit/vegetable juice,sausage,whole milk,pip fruit,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
misc. beverages,cling film/bags,curd,,,,,,,,
soda,white bread,frozen vegetables,,,,,,,,
canned beer,yogurt,,,,,,,,,
other vegetables,sugar,oil,,,,,,,,
sausage,pastry,,,,,,,,,
soda,red/blush wine,,,,,,,,,
pork,napkins,,,,,,,,,
root vegetables,butter,,,,,,,,,
pip fruit,specialty bar,chocolate,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
herbs,tropical fruit,whole milk,,,,,,,,
misc. beverages,pastry,,,,,,,,,
bottled water,frozen dessert,root vegetables,,,,,,,,
skin care,oil,,,,,,,,,
ham,bottled beer,rolls/buns,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
bottled beer,whole milk,salty snack,other vegetables,,,,,,,
